,
Pekora,11.92
Kaela,11.92
Lui,11.79
Koyori,11.52
Korone,11.3
Towa,10.89
Luna,10.73
Miko,10.42
Calli,10.33
Okayu,9.92
Kanata,9.74
Botan,9.6
Aki,9.29
Choco,9.29
Ririka,9.27
Nerissa,8.93
Flare,8.48
Polka,8.3
Ao,8.22
Kiara,8.22
Bijou,8.2
Noel,7.89
FuwaMoco,7.44
Fubuki,7.18
Haato,7.12
Mio,7.07
Aqua,6.94
Suisei,6.71
Moona,6.71
IRyS,6.62
Watame,6.59
Chloe,6.57
Marine,6.53
Subaru,6.51
Kronii,6.47
Fauna,6.34
Iroha,6.11
Baelz,5.88
Reine,5.85
Matsuri,5.84
Roboco,5.72
Ayame,5.64
Anya,5.15
Zeta,4.78
Gura,4.7
Ollie,4.7
Kanade,4.6
Nene,4.4
Risu,4.31
AZki,4.08
Shiori,4.08
Mel,3.79
Raden,3.76
Hajime,3.69
Iofi,3.53
Amelia,3.51
Sora,3.5
Ina,3.45
Kobo,3.27
Mumei,1.89
Laplus,1.73
Lamy,1.59
