,
Watame,5.37
Flare,5.18
Korone,5.10
Kiara,4.94
IryS,4.75
Kaela,4.74
Luna,4.67
Okayu,4.11
Calli,3.89
Shion,3.74
Chloe,3.67
Reine,3.53
Koyori,3.47
Aqua,3.39
Noel,3.35
Mumei,3.26
Kobo,3.25
Kanata,3.24
Lui,3.21
Baelz,3.15
Moona,3.07
Fauna,3.02
Gura,2.97
Ayame,2.94
Risu,2.89
Subaru,2.75
Aki,2.71
Iroha,2.67
Zeta,2.66
Pekora,2.66
Amelia,2.62
Mel,2.62
Towa,2.59
Miko,2.50
Matsuri,2.43
Nene,2.43
Lamy,2.37
Anya,2.35
Polka,2.34
Marine,2.31
Roboco,2.28
Ollie,2.24
Laplus,2.24
Sora,2.21
Iofi,2.19
Fubuki,2.16
Botan,2.08
Mio,1.99
Kronii,1.97
Azki,1.96
Choco,1.66
Suisei,1.47
Ina,1.39
