,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23
Sum,1333.61,1592.81,1734.09,1916.12,1742.9,1963.66,1728.31,2072.12,1764.76,2053.8,1925.79,2088.01,1842.87,1744.14,1847.21,1517.94,1500.96,1474.42,2197.66,2063.32,1857.76,1818.11,2054.15,1755.15,1409.41,1471.77,1840.71,1721.44,1717.2,1733.32,1639.04,1733.88,1667.02,1780.34,1765.13,1684.83,1767.58,1746.14,1648.21,1849.97
