,
Gura,33.25
Astel,29.99
Oga,25.94
Towa,20.43
Shien,20.67
Watame,16.73
Sora,15.17
Mel,14.34
Amelia,13.9
IRyS,13.61
Kronii,12.76
Calli,12.53
Polka,10.81
Roboco,10.5
Choco,9.55
Miyabi,7.23
Botan,7.04
Lamy,6.87
Moona,6.65
Subaru,6.52
Matsuri,6.44
Okayu,6.44
Flare,5.49
Fauna,4.96
Rikka,4.6
Izuru,4.58
Noel,2.38
Risu,-0.63
Ina,-1.13
Rushia,-1.24
Mumei,-1.36
Shion,-1.87
Aki,-2.03
AZki,-3.12
Korone,-3.49
Anya,-4.22
Ollie,-4.35
Mio,-4.6
Aqua,-5
Luna,-5.6
Nene,-5.81
Kiara,-5.92
Pekora,-7.03
Miko,-9.33
Roberu,-11.7
Iofi,-11.82
Ayame,-13.3
Marine,-17
Baelz,-17.14
Kanata,-18
Suisei,-18.22
Aruran,-18.65
Haato,-19
Fubuki,-21.05
Reine,-23.96
Temma,-24.07
Sana,-33.25
