,
Koyori,227.39
Kaela,163.1
Subaru,122.06
Aqua,117.13
Polka,107.43
Kiara,100.54
Flare,92.78
Okayu,92.11
Lui,90.84
Luna,90.71
Aki,89.77
Watame,86.07
Ririka,86.02
Kanade,81.62
Iroha,80.06
Pekora,79.08
Miko,77.62
Reine,73.3
Baelz,71.73
Ao,71.37
Noel,66.65
Iofi,65.04
Haato,63.55
Sora,63.01
Zeta,61.79
Ina,61.67
Hajime,57.46
IRyS,56.55
Azki,54.89
Nene,54.62
FuwaMoco,54.53
Towa,53.93
Chloe,53.49
Kanata,52.5
Botan,49.82
Risu,48.22
Ollie,46.66
Kronii,44.51
Fauna,43.94
Bijou,43.39
Fubuki,40.97
Kobo,39.52
Korone,37.13
Raden,36.03
Lamy,35.82
Moona,35.08
Shiori,31.48
Anya,31.27
Ayame,21.63
Nerissa,20.59
Choco,18.61
Marine,15.18
Calli,14.79
Roboco,14.15
Suisei,9.07
Gura,8.93
Laplus,7.5
Amelia,4.83
Matsuri,4.73
Mumei,4.22
Shion,0
Mio,0
