,
Sana,47.26
Marine,43.72
Calli,43.34
Shion,35.97
Risu,25.27
Roberu,24.58
Reine,23.91
Fubuki,22.30
Haato,19.96
Mel,15.16
Aruran,13.26
Kanata,9.67
Mumei,9.52
Astel,9.38
Choco,7.92
Temma,7.83
Subaru,6.09
IryS,6.06
Watame,5.49
Roboco,5.06
Suisei,2.26
Ollie,1.66
Azki,1.43
Mio,1.41
Miko,1.26
Noel,0.17
Ayame,-0.99
Botan,-1.06
Rikka,-2.91
Izuru,-4.99
Aqua,-5.18
Aki,-5.26
Okayu,-5.36
Baelz,-5.79
Pekora,-5.86
Kiara,-6.63
Ina,-6.77
Oga,-7.56
Luna,-8.45
Sora,-8.88
Rushia,-9.84
Polka,-9.87
Fauna,-9.97
Miyabi,-12.10
Shien,-17.58
Iofi,-19.03
Moona,-22.55
Matsuri,-23.00
Flare,-23.21
Towa,-24.80
Anya,-25.36
Nene,-26.91
Kronii,-28.27
Lamy,-28.88
Amelia,-29.07
Gura,-30.97
Korone,-52.22
