member,New Members,1 Month,2 Month,6 Month,1 Year,2 Year,3 Year,4 Year
Nimi,11406,0,0,0,0,0,0,0
Sakuna,389,1224,2994,0,0,0,0,0
Dooby,451,576,639,0,0,0,0,0
Rica,111,58,97,281,89,96,0,0
