member,New Members,1 Month,2 Month,6 Month,1 Year,2 Year,3 Year,4 Year
Sakuna,8250,0,0,0,0,0,0,0
Dooby,1172,0,0,0,0,0,0,0
Rica,164,77,127,342,46,87,0,0
