,
Lamy,5446
Iroha,3385
Haato,3280
Roboco,2607
Mel,2309
Fubuki,2109
Sora,2014
Iofi,1520
Chloe,1494
Pekora,1400
Subaru,1331
Towa,957
Mio,876
Ollie,875
Risu,790
Watame,766
Moona,664
Aki,599
Miko,565
Zeta,564
Lui,503
Kobo,489
Kaela,481
Anya,360
Korone,356
Uyu,228
Reine,209
Flare,208
Luna,207
Koyori,194
Rio,182
Aqua,158
Botan,156
Fuma,151
Rikka,144
Roberu,136
Gamma,135
Aruran,61
Oga,56
Miyabi,46
AZki,37
Temma,30
Okayu,26
Nene,26
Matsuri,24
Choco,16
Suisei,14
Polka,9
Astel,4
Shion,0
Ayame,0
Noel,0
Marine,0
Laplus,0
Izuru,0
Shien,0
