,
Lamy,8674
Roboco,7072
Subaru,5914
Fubuki,3756
Towa,2541
Aqua,2468
Iofi,2357
Mel,2308
Sora,2243
Watame,1819
Miko,1342
Pekora,1296
Ollie,1262
Korone,1122
Moona,1061
Luna,847
Reine,780
Risu,771
Kanata,750
Aki,648
Suisei,616
Shion,596
Rikka,569
Mio,562
Miyabi,501
Noel,458
Polka,400
Anya,391
Aruran,364
Botan,350
Roberu,277
Marine,266
Haato,259
Flare,233
Astel,216
Temma,215
Rushia,169
Nene,75
Ayame,62
Matsuri,57
Okayu,42
Choco,39
Shien,15
Oga,3
AZki,0
Izuru,0
