,
Roboco,2.74
Uyu,1.92
Haato,1.88
Lamy,1.71
Rio,1.66
Sora,1.36
Zeta,1.3
Gamma,1.29
Iroha,1.16
Kobo,1.01
Fuma,0.9
Kaela,0.84
Subaru,0.75
Iofi,0.74
AZki,0.52
Risu,0.52
Mel,0.43
Moona,0.37
Fubuki,0.36
Aqua,0.31
Mio,0.31
Chloe,0.31
Ollie,0.31
Towa,0.29
Pekora,0.28
Anya,0.16
Aki,0.13
Korone,0.12
Luna,0.12
Watame,0.12
Miko,0.11
Lui,0.08
Rikka,0.08
Botan,0.06
Reine,0.05
Flare,0.04
Roberu,0.04
Koyori,0.02
Oga,0.02
Suisei,0.01
Matsuri,0.01
Okayu,0.01
Nene,0.01
Miyabi,0.01
Aruran,0.01
Temma,0.01
Shion,0
Ayame,0
Choco,0
Noel,0
Marine,0
Polka,0
Laplus,0
Izuru,0
Astel,0
Shien,0
