,
Roboco,1.92
Haato,1.66
Lamy,1.57
Ayame,1.43
Aqua,1.28
Iofi,1.08
Sora,0.94
Iroha,0.82
Risu,0.76
Mio,0.6
Ollie,0.55
AZki,0.51
Chloe,0.51
Fubuki,0.5
Subaru,0.48
Pekora,0.38
Luna,0.38
Moona,0.36
Mel,0.33
Towa,0.3
Miko,0.27
Aki,0.19
Anya,0.19
Botan,0.13
Mumei,0.13
Oga,0.13
Korone,0.11
Shien,0.1
Rikka,0.09
Choco,0.08
Watame,0.08
Reine,0.06
Okayu,0.05
Flare,0.05
Suisei,0.04
Nene,0.03
Lui,0.02
Temma,0.02
Marine,0.01
Kanata,0.01
Koyori,0.01
Roberu,0.01
Matsuri,0
Shion,0
Noel,0
Rushia,0
Polka,0
Laplus,0
Miyabi,0
Izuru,0
Aruran,0
Astel,0
