,
Lamy,7773
Roboco,5319
Iroha,3445
Haato,3069
Aqua,2779
Chloe,2528
Iofi,1998
Sora,1839
Fubuki,1752
Ollie,1671
Subaru,1578
Miko,1538
Pekora,1332
Moona,1274
Towa,1242
Luna,1139
Mio,1055
Risu,1044
Ayame,941
Mel,700
Watame,569
Aki,519
Choco,380
Botan,378
Korone,335
Anya,319
AZki,300
Reine,299
Mumei,292
Flare,267
Rikka,217
Oga,168
Okayu,148
Lui,124
Shien,106
Roberu,87
Koyori,85
Nene,55
Temma,55
Suisei,33
Aruran,18
Kanata,13
Noel,8
Marine,3
Polka,3
Matsuri,0
Shion,0
Rushia,0
Laplus,0
Miyabi,0
Izuru,0
Astel,0
