,
Haato,4.11
Subaru,1.98
Ayame,1.88
Iofi,1.55
Okayu,1.35
Fubuki,1.22
Mel,1.1
Aqua,0.98
Sora,0.96
Lamy,0.96
Suisei,0.81
Luna,0.71
Towa,0.7
Roboco,0.62
Pekora,0.56
Mio,0.49
Shion,0.46
Polka,0.46
Korone,0.37
Miko,0.34
Ollie,0.28
Roberu,0.27
Choco,0.25
Moona,0.25
Coco,0.23
Anya,0.23
Watame,0.22
AZki,0.21
Flare,0.19
Marine,0.19
Nene,0.19
Botan,0.19
Risu,0.18
Aki,0.16
Kanata,0.11
Reine,0.1
Rikka,0.1
Astel,0.1
Temma,0.08
Noel,0.07
Oga,0.07
Matsuri,0.02
Rushia,0.02
Miyabi,0.02
Aruran,0.02
Shien,0.01
