,
Okayu,3732
Subaru,3667
Polka,2737
Watame,2720
Roberu,2126
Haato,2057
Miko,1891
Lamy,1728
Fubuki,1688
Korone,1562
Pekora,1547
Aqua,1546
Flare,1424
Roboco,1376
Towa,1123
Rushia,1054
Suisei,1031
Aki,990
Moona,989
Botan,916
Iofi,884
Sora,873
Marine,839
Mel,775
Kanata,736
Oga,699
Reine,637
Luna,591
Mio,522
Temma,508
Nene,400
Shien,395
Aruran,380
Choco,316
Ollie,310
AZki,291
Coco,249
Risu,238
Anya,219
Astel,176
Rikka,142
Miyabi,124
Matsuri,82
Ayame,77
Shion,60
Noel,33
Izuru,27
