,
Koyori,10823
Lamy,4736
Ririka,4237
Korone,3914
Kanade,2304
Iofi,1699
Sora,1389
Aqua,1257
Kaela,1009
Risu,958
Towa,886
Ollie,874
Iroha,829
Mel,702
Subaru,701
FuwaMoco,630
Roboco,615
Flare,349
Moona,349
Aki,275
Kanata,230
Watame,223
Kobo,200
Pekora,180
Ayame,175
Anya,162
Okayu,159
Zeta,156
AZki,76
Luna,49
Mio,35
IRyS,35
Noel,11
Fubuki,8
Suisei,6
Miko,0
Matsuri,0
Shion,0
Choco,0
Marine,0
Nene,0
Botan,0
Polka,0
Laplus,0
Lui,0
Chloe,0
Hajime,0
Raden,0
Ao,0
Reine,0
