,
Fubuki,1.54
Mel,1.5
Roberu,1.37
Pekora,1.34
Miko,1.04
Subaru,0.99
Botan,0.97
Watame,0.84
Haato,0.8
Iofi,0.68
Sora,0.65
Luna,0.64
Okayu,0.59
Ayame,0.58
Shien,0.54
Roboco,0.53
Choco,0.52
Lamy,0.49
Risu,0.47
Oga,0.44
Kanata,0.41
Korone,0.39
Rushia,0.39
Moona,0.37
Rikka,0.37
Suisei,0.36
Flare,0.34
Nene,0.34
Temma,0.29
Aki,0.27
Aruran,0.23
Polka,0.22
Aqua,0.19
Miyabi,0.19
Noel,0.12
Marine,0.1
Matsuri,0.07
Shion,0.07
Towa,0.07
Astel,0.06
Mio,0.04
Coco,0.04
Izuru,0.01
