,
Subaru,4595
Watame,4501
Lamy,3578
Roberu,3542
Fubuki,3452
Okayu,3073
Haato,3054
Pekora,2870
Botan,2663
Miko,2516
Aqua,2492
Rushia,2192
Polka,2151
Nene,1729
Iofi,1654
Flare,1536
Roboco,1521
Luna,1439
Astel,1330
Moona,1328
Sora,1318
Noel,1261
Korone,1158
Reine,904
Choco,890
Marine,860
Aki,875
Rikka,852
Shien,778
Anya,769
Oga,712
Aruran,619
Ayame,561
Mel,528
Risu,469
Suisei,457
Shion,373
Ollie,318
Coco,269
Mio,268
Miyabi,250
Kanata,248
Towa,96
Temma,43
Matsuri,34
Izuru,0
