,
Lamy,3.4
Sora,1.58
IRyS,0.88
Koyori,0.66
Iofi,0.51
Roboco,0.47
Risu,0.41
Ollie,0.4
Korone,0.39
FuwaMoco,0.31
Moona,0.3
Zeta,0.27
Kobo,0.22
Subaru,0.2
Flare,0.18
Haato,0.15
Kaela,0.12
Nene,0.09
Polka,0.07
Iroha,0.07
Ririka,0.06
Azki,0.04
Towa,0.04
Reine,0.04
Mio,0.03
Watame,0.03
Ao,0.02
Miko,0.01
Pekora,0.01
Lui,0.01
Suisei,0
Fubuki,0
Matsuri,0
Aki,0
Aqua,0
Ayame,0
Choco,0
Okayu,0
Noel,0
Marine,0
Luna,0
Kanata,0
Botan,0
Laplus,0
Chloe,0
Hajime,0
Raden,0
Kanade,0
Anya,0
