,
Watame,1.97
Oga,1.7
Rikka,1.31
Izuru,1.12
Miyabi,1.11
Shien,1.09
Fubuki,0.96
Temma,0.92
Suisei,0.85
Aruran,0.68
Lamy,0.67
Botan,0.64
Aqua,0.63
Subaru,0.6
Rushia,0.58
Pekora,0.57
Korone,0.56
Iofi,0.55
Astel,0.53
Okayu,0.51
Aki,0.47
Haato,0.46
Kira,0.45
Luna,0.43
Roberu,0.43
Nene,0.4
Moona,0.4
Roboco,0.36
Sora,0.35
Ayame,0.28
Towa,0.23
Polka,0.18
Coco,0.14
Kanata,0.14
Risu,0.14
Marine,0.13
Matsuri,0.1
Choco,0.08
Mel,0.06
Shion,0.05
Noel,0.02
Flare,0.01
Miko,0
