,
Koyori,10323
Iofi,2797
Risu,2633
Roboco,1990
Ollie,1819
Ririka,1777
Sora,1727
Korone,1328
Flare,1138
Iroha,1023
Mel,1003
IRyS,826
Hajime,612
Moona,549
Lamy,536
Kaela,482
Ayame,472
Zeta,442
Pekora,409
Haato,296
Kobo,260
Kanata,247
Aqua,242
Luna,232
Towa,199
Subaru,193
Miko,160
Matsuri,117
FuwaMoco,105
Kanade,99
Ao,96
Okayu,76
Marine,54
Reine,51
AZki,37
Botan,16
Polka,15
Fubuki,9
Nene,7
Suisei,0
Aki,0
Choco,0
Mio,0
Noel,0
Watame,0
Laplus,0
Lui,0
Chloe,0
Raden,0
Anya,0
