,
Haato,2.06
Subaru,1.84
Fubuki,1.15
Ayame,1.09
Iofi,1.05
Roberu,1.01
Sora,0.98
Botan,0.94
Mel,0.91
Okayu,0.82
Suisei,0.8
AZki,0.71
Miko,0.68
Aqua,0.64
Moona,0.46
Polka,0.43
Pekora,0.4
Lamy,0.4
Roboco,0.39
Ollie,0.38
Towa,0.36
Watame,0.34
Choco,0.31
Rushia,0.29
Coco,0.28
Reine,0.25
Luna,0.19
Marine,0.18
Flare,0.17
Kanata,0.17
Aki,0.16
Mio,0.13
Anya,0.13
Noel,0.12
Risu,0.09
Shien,0.07
Oga,0.07
Korone,0.06
Matsuri,0.05
Shion,0.05
Aruran,0.04
Rikka,0.04
Astel,0.03
Nene,0.02
Temma,0.01
Miyabi,0
Izuru,0
