,
Haato,3.85
Ayame,2.07
Suisei,1.74
Coco,1.72
Aqua,1.45
Mel,1.34
Subaru,1.32
Okayu,1.27
Lamy,1.27
Sora,1.2
Fubuki,1.2
Iofi,0.99
Roboco,0.86
Luna,0.79
Towa,0.77
Pekora,0.72
Miko,0.65
Watame,0.56
Marine,0.55
Mio,0.33
Aki,0.32
Korone,0.32
Flare,0.32
Polka,0.3
Botan,0.27
AZki,0.25
Rushia,0.2
Reine,0.15
Roberu,0.15
Ollie,0.14
Anya,0.13
Rikka,0.13
Risu,0.12
Kanata,0.11
Moona,0.1
Oga,0.1
Choco,0.09
Nene,0.07
Astel,0.05
Shien,0.05
Noel,0.03
Matsuri,0.02
Aruran,0.01
Temma,0.01
Shion,0
Miyabi,0
Izuru,0
