,
Lamy,11540
Roboco,6954
Koyori,5632
Chloe,4254
Fubuki,4227
Iroha,4134
Subaru,3915
Sora,3036
Iofi,2539
Ayame,2014
Haato,1896
Towa,1614
Mel,1522
Laplus,1510
Watame,1333
Mio,1140
Moona,1132
Pekora,1110
Lui,934
Risu,917
Shion,862
Ollie,861
Miko,724
Botan,566
Aqua,563
Reine,556
Aruran,487
Nene,414
Roberu,402
Anya,336
Suisei,292
Luna,284
Aki,280
Astel,273
Rikka,249
Rushia,220
Okayu,216
Shien,183
Kanata,167
Polka,144
Choco,139
Korone,134
Noel,82
AZki,68
Flare,64
Miyabi,33
Marine,22
Temma,3
Matsuri,0
Izuru,0
Oga,0
