,
Miko,3773
Subaru,2886
Botan,2828
Haato,2450
Fubuki,2080
Roberu,2026
Polka,1841
Okayu,1656
Iofi,1638
Luna,1504
Kanata,1455
Roboco,1249
Pekora,1129
Flare,1106
Sora,935
Watame,878
Moona,826
Reine,821
Aruran,732
Aqua,729
Aki,654
Mel,536
Noel,490
Lamy,483
Towa,458
Marine,432
Choco,401
Korone,401
Astel,300
AZki,291
Risu,287
Oga,285
Suisei,251
Nene,213
Ollie,211
Rushia,201
Mio,199
Coco,192
Temma,186
Shion,164
Anya,116
Rikka,111
Ayame,92
Matsuri,67
Miyabi,23
Izuru,0
Shien,0
