,
Lamy,1.52
Mel,0.99
Sora,0.91
Korone,0.89
Risu,0.8
Koyori,0.78
Iofi,0.74
Roboco,0.63
Ollie,0.59
Ayame,0.46
IRyS,0.42
Iroha,0.38
Zeta,0.36
Ririka,0.35
Hajime,0.29
Moona,0.27
Flare,0.24
Kobo,0.19
Haato,0.14
Matsuri,0.09
Aqua,0.09
Luna,0.09
Kanata,0.08
Pekora,0.07
Subaru,0.04
Towa,0.04
Kanade,0.04
Kaela,0.04
Miko,0.03
Marine,0.03
AZki,0.02
Ao,0.02
FuwaMoco,0.02
Okayu,0.01
Botan,0.01
Reine,0.01
Suisei,0
Fubuki,0
Aki,0
Choco,0
Mio,0
Noel,0
Watame,0
Nene,0
Polka,0
Laplus,0
Lui,0
Chloe,0
Raden,0
Anya,0
